LegendText,RgbString
"Thaptic Endoaquands","#DA5CE6"
"Thaptic Epiaquands","#F8577A"
"Thaptic Fulvudands","#928D5B"
"Thaptic Gelaquands","#985EDC"
"Thaptic Haplocryands","#835D56"
"Thaptic Haploxerands","#6093C9"
"Thaptic Hapludands","#73A35E"
"Thaptic Haplustands","#809E5D"
"Thaptic Hydrocryands","#6087CB"
"Thaptic Hydrudands","#715ED6"
"Thaptic Melanaquands","#905EDB"
"Thaptic Melanudands","#60B8C0"
"Thaptic Placaquands","#8F975C"
"Thaptic Placudands","#5FAD6E"
"Thaptic Udivitrands","#F159AE"
"Thaptic Ustivitrands","#60BBB0"
"Thaptic Vitraquands","#8C995C"
"Thaptic Vitricryands","#5FAD6D"
"Thaptic Vitrixerands","#896F58"
"Thapto-Histic Cryaquolls","#825ED9"
"Thapto-Histic Endoaquolls","#60AAC3"
"Thapto-Histic Epiaquolls","#6086CB"
"Thapto-Histic Fluvaquents","#5FAF75"
"Thapto-Histic Fluviwassents","#7E9F5D"
"Thapto-Histic Frasiwassents","#6E5FD6"
"Thapto-Histic Haplaquolls","#63A85F"
"Thapto-Histic Hydraquents","#90975C"
"Thapto-Histic Hydrowassents","#635FD4"
"Thapto-Histic Sulfaquents","#6EA45E"
"Thapto-Histic Sulfiwassents","#D35CE5"
"Thapto-Histic Tropic Fluvaquents","#8C995C"
"Torrertic Argiborolls","#5F75CF"
"Torrertic Argiustolls","#E95BDE"
"Torrertic Argixerolls","#60B3C1"
"Torrertic Calciustepts","#5F79CE"
"Torrertic Calciustolls","#77A15E"
"Torrertic Dystrustepts","#5F6BD1"
"Torrertic Haploxerolls","#E95BDD"
"Torrertic Haplustalfs","#609AC7"
"Torrertic Haplustepts","#E25CE7"
"Torrertic Haplustolls","#615FD3"
"Torrertic Natriborolls","#8B995C"
"Torrertic Natrustalfs","#928C5B"
"Torrertic Natrustolls","#8F815A"
"Torrertic Paleustolls","#8B7459"
"Torrertic Ustifluvents","#60BAAA"
"Torrertic Ustochrepts","#60B9BF"
"Torrertic Ustorthents","#72A35E"
"Torrifluventic Haploborolls","#EC5ACD"
"Torrifluventic Haploxerolls","#8C7859"
"Torrifluventic Haplustepts","#60B58F"
"Torrifluventic Haplustolls","#60B9BF"
"Torrifluventic Ustochrepts","#70A45E"
"Torriorthentic Haploborolls","#876858"
"Torriorthentic Haploxerolls","#60BDBE"
"Torriorthentic Haplustolls","#856357"
"Torripsammentic Haploxerolls","#5FAD6D"
"Torroxic Haplustolls","#8A7259"
"Tropaquodic","#8B5EDA"
"Tropeptic","#6089CB"
"Tropeptic Eutrorthox","#FB5662"
"Tropeptic Eutrustox","#819D5D"
"Tropeptic Haplorthox","#60B8A1"
"Tropeptic Haplustox","#856357"
"Tropeptic Umbriorthox","#8D7B59"
"Tropic Fluvaquents","#6095C8"
"Turbic Dystrogelepts","#76A25E"
"Turbic Gelaquands","#7B5ED8"
"Turbic Gelaquepts","#5F64D2"
"Turbic Haplogelepts","#5FAA61"
"Turbic Haplogelods","#6090C9"
"Turbic Haplogelolls","#F359A2"
"Turbic Humigelepts","#93915B"
"Turbic Humigelods","#5FAE72"
"Turbic Vitrigelands","#91895B"
"Typic Acraquox","#5FA95F"
"Typic Acrohumox","#5F61D2"
"Typic Acroperox","#835D56"
"Typic Acrorthox","#5FAA62"
"Typic Acrotorrox","#805655"
"Typic Acrudox","#F259A2"
"Typic Acrustox","#5FAE71"
"Typic Agrudalfs","#F65885"
"Typic Alaquods","#845F57"
"Typic Albaqualfs","#F85779"
"Typic Albaquults","#66A75E"
"Typic Alorthods","#F159AA"
"Typic Andaquepts","#D45CE5"
"Typic Anhyorthels","#60B7C0"
"Typic Anhyturbels","#B85DE1"
"Typic Anthracambids","#FB5666"
"Typic Aquicambids","#F059B1"
"Typic Aquisalids","#8C7959"
"Typic Aquiturbels","#815A56"
"Typic Aquorthels","#6C5FD5"
"Typic Argialbolls","#8B7659"
"Typic Argiaquolls","#60A8C4"
"Typic Argiborolls","#8A7359"
"Typic Argicryids","#938E5B"
"Typic Argicryolls","#60B694"
"Typic Argidurids","#60BBB0"
"Typic Argigypsids","#8E5EDB"
"Typic Argiorthels","#5F61D2"
"Typic Argiudolls","#7B5ED8"
"Typic Argiustolls","#90865A"
"Typic Argixerolls","#F9576F"
"Typic Borofibrists","#8D7A59"
"Typic Borofolists","#886C58"
"Typic Borohemists","#60B48C"
"Typic Borosaprists","#6EA55E"
"Typic Calciaquerts","#5F7CCD"
"Typic Calciaquolls","#7D9F5D"
"Typic Calciargids","#5F80CD"
"Typic Calciborolls","#90845A"
"Typic Calcicryepts","#5F78CE"
"Typic Calcicryids","#91885A"
"Typic Calcicryolls","#5FAA62"
"Typic Calcigypsids","#75A25E"
"Typic Calciorthids","#90845A"
"Typic Calcitorrerts","#79A05E"
"Typic Calciudolls","#6FA45E"
"Typic Calciustepts","#825C56"
"Typic Calciusterts","#845ED9"
"Typic Calciustolls","#6089CB"
"Typic Calcixerepts","#FB5664"
"Typic Calcixererts","#955EDC"
"Typic Calcixerolls","#938E5B"
"Typic Camborthids","#9F5DDD"
"Typic Chromoxererts","#60B89D"
"Typic Chromuderts","#AF5DE0"
"Typic Chromusterts","#5F72CF"
"Typic Cryandepts","#609FC6"
"Typic Cryaqualfs","#FC5658"
"Typic Cryaquands","#859C5D"
"Typic Cryaquents","#90855A"
"Typic Cryaquepts","#8D7959"
"Typic Cryaquods","#60B6C0"
"Typic Cryaquolls","#60A9C4"
"Typic Cryoboralfs","#68A65E"
"Typic Cryoborolls","#6A5FD5"
"Typic Cryochrepts","#6091C9"
"Typic Cryofibrists","#876A58"
"Typic Cryofluvents","#5FB07A"
"Typic Cryofolists","#60BCBF"
"Typic Cryohemists","#EF5ABB"
"Typic Cryohumods","#FA576B"
"Typic Cryopsamments","#60ADC2"
"Typic Cryorthents","#7AA05D"
"Typic Cryorthods","#71A35E"
"Typic Cryosaprists","#60B284"
"Typic Cryrendolls","#625FD3"
"Typic Cryumbrepts","#60B8A0"
"Typic Duraqualfs","#5F66D1"
"Typic Duraquands","#60B798"
"Typic Duraquerts","#625FD3"
"Typic Duraquods","#5F7CCD"
"Typic Duraquolls","#8C7959"
"Typic Durargids","#60B89E"
"Typic Duricryands","#60B5C1"
"Typic Duricryods","#60B89E"
"Typic Duricryolls","#90975C"
"Typic Durihumods","#D55CE5"
"Typic Duritorrands","#90855A"
"Typic Durixeralfs","#F75780"
"Typic Durixerepts","#876958"
"Typic Durixererts","#F05AB4"
"Typic Durixerolls","#60B9A5"
"Typic Durochrepts","#60B48A"
"Typic Durorthids","#5FB17E"
"Typic Durorthods","#92965C"
"Typic Durudands","#60A6C4"
"Typic Durudepts","#77A15E"
"Typic Durustalfs","#DF5CE6"
"Typic Durustands","#856357"
"Typic Durustepts","#805ED9"
"Typic Durustolls","#879B5D"
"Typic Dystrandepts","#5F6AD1"
"Typic Dystraquerts","#8A7059"
"Typic Dystrochrepts","#67A75E"
"Typic Dystrocryepts","#8B7559"
"Typic Dystrogelepts","#60B8A0"
"Typic Dystropepts","#BE5DE2"
"Typic Dystroxerepts","#859C5D"
"Typic Dystrudepts","#608ECA"
"Typic Dystruderts","#BD5DE2"
"Typic Dystrustepts","#BA5DE1"
"Typic Dystrusterts","#93905B"
"Typic Endoaqualfs","#F059B2"
"Typic Endoaquands","#5F69D1"
"Typic Endoaquents","#60AEC2"
"Typic Endoaquepts","#72A35E"
"Typic Endoaquerts","#EF5ABD"
"Typic Endoaquods","#886C58"
"Typic Endoaquolls","#6AA65E"
"Typic Endoaquults","#945EDC"
"Typic Epiaqualfs","#60A1C5"
"Typic Epiaquands","#71A35E"
"Typic Epiaquents","#C35CE3"
"Typic Epiaquepts","#608CCA"
"Typic Epiaquerts","#815956"
"Typic Epiaquods","#6DA55E"
"Typic Epiaquolls","#809E5D"
"Typic Epiaquults","#5F82CC"
"Typic Eutrandepts","#60B5C0"
"Typic Eutraquox","#7E9F5D"
"Typic Eutroboralfs","#6095C8"
"Typic Eutrochrepts","#EA5BDD"
"Typic Eutrocryepts","#886B58"
"Typic Eutrogelepts","#60B79B"
"Typic Eutropepts","#6096C8"
"Typic Eutroperox","#60B386"
"Typic Eutrorthox","#5FB17C"
"Typic Eutrotorrox","#825D56"
"Typic Eutrudepts","#608ACB"
"Typic Eutrudox","#805756"
"Typic Eutrustox","#93955B"
"Typic Ferrudalfs","#60B8C0"
"Typic Fibristels","#F259A7"
"Typic Fluvaquents","#5FAE70"
"Typic Fluviwassents","#C95CE4"
"Typic Folistels","#5FAC6A"
"Typic Fragiaqualfs","#805756"
"Typic Fragiaquepts","#EF5AB8"
"Typic Fragiaquods","#7CA05D"
"Typic Fragiaquults","#F05AB7"
"Typic Fragiboralfs","#866557"
"Typic Fragihumods","#F85777"
"Typic Fragiochrepts","#60B385"
"Typic Fragiorthods","#8D7B59"
"Typic Fragiudalfs","#60B385"
"Typic Fragiudepts","#FB565F"
"Typic Fragiudults","#69A65E"
"Typic Fragiumbrepts","#F8577B"
"Typic Fragixeralfs","#5FAB64"
"Typic Fragixerepts","#F95774"
"Typic Fraglossudalfs","#F05AB5"
"Typic Frasiwassents","#F5588F"
"Typic Frasiwassists","#9B5EDD"
"Typic Fulvicryands","#C25DE3"
"Typic Fulvudands","#78A15E"
"Typic Gelaquands","#D35CE5"
"Typic Gelaquents","#60B6C0"
"Typic Gelaquepts","#D55CE5"
"Typic Gelicryands","#609BC7"
"Typic Gelifluvents","#835F57"
"Typic Gelorthents","#849C5D"
"Typic Gibbsihumox","#5FAF76"
"Typic Gibbsiorthox","#94945B"
"Typic Glacistels","#885EDA"
"Typic Glossaqualfs","#8B7359"
"Typic Glossoboralfs","#8A995C"
"Typic Glossocryalfs","#D75CE5"
"Typic Glossudalfs","#5F84CC"
"Typic Gypsiargids","#66A75E"
"Typic Gypsicryids","#5FAD6C"
"Typic Gypsiorthids","#839D5D"
"Typic Gypsitorrerts","#F259A5"
"Typic Gypsiusterts","#5FAF75"
"Typic Halaquepts","#60BBBF"
"Typic Haplanthrepts","#F159AD"
"Typic Haplaquands","#8A7359"
"Typic Haplaquents","#C25DE3"
"Typic Haplaquepts","#6091C9"
"Typic Haplaquods","#60B9A2"
"Typic Haplaquolls","#5FB07A"
"Typic Haplaquox","#60B89D"
"Typic Haplargids","#5F76CE"
"Typic Haploborolls","#60B284"
"Typic Haplocalcids","#805655"
"Typic Haplocambids","#905EDB"
"Typic Haplocryalfs","#7AA05E"
"Typic Haplocryands","#8F5EDB"
"Typic Haplocryepts","#AE5DE0"
"Typic Haplocryerts","#EC5ACD"
"Typic Haplocryids","#899A5C"
"Typic Haplocryods","#8B5EDA"
"Typic Haplocryolls","#819E5D"
"Typic Haplodurids","#5F78CE"
"Typic Haplofibrists","#DC5CE6"
"Typic Haplogelepts","#60B89C"
"Typic Haplogelods","#6099C7"
"Typic Haplogelolls","#90965C"
"Typic Haplogypsids","#765ED7"
"Typic Haplohemists","#EA5BDB"
"Typic Haplohumods","#8B7659"
"Typic Haplohumults","#EB5BD5"
"Typic Haploperox","#ED5AC6"
"Typic Haplorthels","#5FAA62"
"Typic Haplorthods","#A75DDF"
"Typic Haplorthox","#F8577C"
"Typic Haplosalids","#D15CE5"
"Typic Haplosaprists","#815A56"
"Typic Haplotorrands","#825ED9"
"Typic Haplotorrerts","#7BA05D"
"Typic Haplotorrox","#60BCB5"
"Typic Haploturbels","#886B58"
"Typic Haplowassents","#FB5663"
"Typic Haplowassists","#7F9E5D"
"Typic Haploxeralfs","#60B590"
"Typic Haploxerands","#675FD4"
"Typic Haploxerepts","#6D5FD5"
"Typic Haploxererts","#91965C"
"Typic Haploxerolls","#5FAC68"
"Typic Haploxerults","#5F68D1"
"Typic Hapludalfs","#815956"
"Typic Hapludands","#69A65E"
"Typic Hapluderts","#B35DE0"
"Typic Hapludolls","#6086CB"
"Typic Hapludox","#5F60D3"
"Typic Hapludults","#FA5769"
"Typic Haplumbrepts","#94945B"
"Typic Haplustalfs","#5FAF74"
"Typic Haplustands","#60B281"
"Typic Haplustepts","#60B79B"
"Typic Haplusterts","#805655"
"Typic Haplustolls","#6097C8"
"Typic Haplustox","#5FAB68"
"Typic Haplustults","#71A35E"
"Typic Haprendolls","#835ED9"
"Typic Hemistels","#846057"
"Typic Historthels","#5FAB67"
"Typic Histoturbels","#60A9C3"
"Typic Humaquepts","#608DCA"
"Typic Humicryepts","#EE5ABF"
"Typic Humicryerts","#5F83CC"
"Typic Humicryods","#74A35E"
"Typic Humigelepts","#7AA05E"
"Typic Humigelods","#B05DE0"
"Typic Humitropepts","#846057"
"Typic Humixerepts","#EB5BD6"
"Typic Humudepts","#6FA45E"
"Typic Humustepts","#60B389"
"Typic Hydrandepts","#869C5D"
"Typic Hydraquents","#79A05E"
"Typic Hydrocryands","#8D7C5A"
"Typic Hydrowassents","#6092C9"
"Typic Hydrudands","#AE5DE0"
"Typic Kandiaqualfs","#F8577C"
"Typic Kandiaquults","#8A9A5C"
"Typic Kandihumults","#825C56"
"Typic Kandiperox","#60BBAE"
"Typic Kandiudalfs","#5FAA61"
"Typic Kandiudox","#F9576E"
"Typic Kandiudults","#6097C8"
"Typic Kandiustalfs","#71A45E"
"Typic Kandiustox","#7CA05D"
"Typic Kandiustults","#6DA55E"
"Typic Kanhaplaquults","#8E985C"
"Typic Kanhaplohumults","#819E5D"
"Typic Kanhapludalfs","#60B1C2"
"Typic Kanhapludults","#94925B"
"Typic Kanhaplustalfs","#B65DE1"
"Typic Kanhaplustults","#615FD3"
"Typic Luvifibrists","#5F61D2"
"Typic Luvihemists","#93905B"
"Typic Medifibrists","#815856"
"Typic Medifolists","#B15DE0"
"Typic Medihemists","#EC5ACC"
"Typic Medisaprists","#91875A"
"Typic Melanaquands","#869B5D"
"Typic Melanocryands","#E95BDE"
"Typic Melanoxerands","#60BAA8"
"Typic Melanudands","#F059B2"
"Typic Molliturbels","#B25DE0"
"Typic Mollorthels","#90845A"
"Typic Nadurargids","#60B9A4"
"Typic Natralbolls","#5F70D0"
"Typic Natraqualfs","#7E5ED8"
"Typic Natraquerts","#5F6BD1"
"Typic Natraquolls","#809E5D"
"Typic Natrargids","#66A75E"
"Typic Natriboralfs","#60B4C1"
"Typic Natriborolls","#EE5AC1"
"Typic Natricryolls","#F75882"
"Typic Natridurids","#795ED7"
"Typic Natrigypsids","#F159AE"
"Typic Natrixeralfs","#609FC6"
"Typic Natrixerolls","#6097C8"
"Typic Natrudalfs","#775ED7"
"Typic Natrudolls","#A75DDF"
"Typic Natrustalfs","#60BABF"
"Typic Natrustolls","#6087CB"
"Typic Ochraqualfs","#60B79C"
"Typic Ochraquults","#8F975C"
"Typic Paleaquults","#886B58"
"Typic Paleargids","#60B592"
"Typic Paleboralfs","#E95BE2"
"Typic Paleborolls","#886B58"
"Typic Palecryalfs","#93955B"
"Typic Palecryolls","#AB5DDF"
"Typic Palehumults","#835F57"
"Typic Paleorthids","#6FA45E"
"Typic Paleudalfs","#C95CE4"
"Typic Paleudolls","#60BCB5"
"Typic Paleudults","#5F7CCD"
"Typic Paleustalfs","#5FAF76"
"Typic Paleustolls","#866557"
"Typic Paleustults","#EB5BD7"
"Typic Palexeralfs","#5FAC6B"
"Typic Palexerolls","#F3599F"
"Typic Palexerults","#889A5C"
"Typic Pelloxererts","#F55893"
"Typic Pelluderts","#CF5CE4"
"Typic Pellusterts","#745ED6"
"Typic Petraquepts","#8D5EDB"
"Typic Petroargids","#849D5D"
"Typic Petrocalcids","#F7577F"
"Typic Petrocambids","#A65DDF"
"Typic Petrocryids","#975EDC"
"Typic Petrogypsids","#5FA95F"
"Typic Placandepts","#B85DE1"
"Typic Placaquands","#805656"
"Typic Placaquepts","#E95BDF"
"Typic Placaquods","#90845A"
"Typic Placocryods","#835ED9"
"Typic Placohumods","#938E5B"
"Typic Placorthods","#856257"
"Typic Placudands","#8B995C"
"Typic Plagganthrepts","#5F70D0"
"Typic Plaggepts","#F259A5"
"Typic Plinthaqualfs","#5F66D2"
"Typic Plinthaquepts","#FC565C"
"Typic Plinthaquox","#F8577D"
"Typic Plinthaquults","#5F67D1"
"Typic Plinthohumults","#90845A"
"Typic Plinthoxeralfs","#829D5D"
"Typic Plinthudults","#AA5DDF"
"Typic Plinthustalfs","#705ED6"
"Typic Plinthustults","#60A4C5"
"Typic Psammaquents","#5F6FD0"
"Typic Psammorthels","#F259A6"
"Typic Psammoturbels","#60ACC3"
"Typic Psammowassents","#EE5ABF"
"Typic Quartzipsamments","#60B0C2"
"Typic Rendolls","#F55890"
"Typic Rhodoxeralfs","#60B48B"
"Typic Rhodudalfs","#AE5DE0"
"Typic Rhodudults","#60BEBD"
"Typic Rhodustalfs","#60B281"
"Typic Rhodustults","#F75882"
"Typic Salaquerts","#8D7C5A"
"Typic Salicryids","#955EDC"
"Typic Salitorrerts","#F75881"
"Typic Salorthids","#8A7159"
"Typic Salusterts","#5F81CC"
"Typic Sapristels","#EB5BD5"
"Typic Sideraquods","#60ADC3"
"Typic Sombrihumox","#A65DDE"
"Typic Sombrihumults","#5FAD6F"
"Typic Sombriperox","#5FAD6F"
"Typic Sombritropepts","#8A9A5C"
"Typic Sombriudox","#8B7359"
"Typic Sombriustox","#5FB17D"
"Typic Sphagnofibrists","#90865A"
"Typic Sulfaquents","#EE5ABE"
"Typic Sulfaquepts","#F3599C"
"Typic Sulfaquerts","#60B58E"
"Typic Sulfihemists","#AD5DE0"
"Typic Sulfisaprists","#5FAF76"
"Typic Sulfiwassents","#65A75E"
"Typic Sulfiwassists","#8F825A"
"Typic Sulfochrepts","#E95BDD"
"Typic Sulfohemists","#6F5FD6"
"Typic Sulfosaprists","#856457"
"Typic Sulfudepts","#60B48D"
"Typic Torrerts","#6094C8"
"Typic Torrifluvents","#94945B"
"Typic Torrifolists","#5FAC6A"
"Typic Torriorthents","#886B58"
"Typic Torripsamments","#78A15E"
"Typic Torrox","#60B2C1"
"Typic Tropaqualfs","#7D9F5D"
"Typic Tropaquents","#E85BE6"
"Typic Tropaquepts","#889B5D"
"Typic Tropofibrists","#5F73CF"
"Typic Tropofluvents","#F359A1"
"Typic Tropofolists","#F8577D"
"Typic Tropohemists","#5FA95F"
"Typic Tropohumods","#EE5AC2"
"Typic Tropohumults","#60B7C0"
"Typic Tropopsamments","#60A0C6"
"Typic Troporthents","#886D58"
"Typic Troposaprists","#60B283"
"Typic Tropudalfs","#60B48D"
"Typic Tropudults","#785ED7"
"Typic Udifluvents","#60BAA7"
"Typic Udifolists","#6CA55E"
"Typic Udipsamments","#AF5DE0"
"Typic Udivitrands","#876A58"
"Typic Udorthents","#928D5B"
"Typic Umbraqualfs","#735ED6"
"Typic Umbraquults","#60BBAE"
"Typic Umbriturbels","#A75DDF"
"Typic Umbrorthels","#7F5ED8"
"Typic Ustifluvents","#8D7A59"
"Typic Ustifolists","#A25DDE"
"Typic Ustipsamments","#60BCB2"
"Typic Ustivitrands","#EA5BD7"
"Typic Ustochrepts","#60B48B"
"Typic Ustorthents","#5FB17F"
"Typic Ustropepts","#EC5ACC"
"Typic Vermaqualfs","#ED5AC8"
"Typic Vermaquepts","#805756"
"Typic Vermiborolls","#B75DE1"
"Typic Vermudolls","#C75CE3"
"Typic Vermustolls","#896F58"
"Typic Vitrandepts","#60A1C5"
"Typic Vitraquands","#795ED7"
"Typic Vitricryands","#F85778"
"Typic Vitrigelands","#C95CE3"
"Typic Vitritorrands","#60B9A4"
"Typic Vitrixerands","#70A45E"
"Typic Xerochrepts","#60B48B"
"Typic Xerofluvents","#68A65E"
"Typic Xeropsamments","#8D985C"
"Typic Xerorthents","#829D5D"
"Typic Xerumbrepts","#60B9A2"
"Udalfic","#5FAA63"
"Udalfic Arents","#60AEC2"
"Udalphic Argiustolls","#815856"
"Udandic Kandiustults","#928D5B"
"Udandic Kanhaplustults","#815A56"
"Udarents","#5F74CF"
"Udertic Argiborolls","#886D58"
"Udertic Argiustolls","#8A9A5C"
"Udertic Calciustolls","#60BDB9"
"Udertic Haploborolls","#5FA960"
"Udertic Haplustalfs","#825C56"
"Udertic Haplustepts","#8A7059"
"Udertic Haplustolls","#855ED9"
"Udertic Natriborolls","#F85777"
"Udertic Paleustalfs","#E45CE7"
"Udertic Paleustolls","#5F77CE"
"Udertic Ustochrepts","#8F975C"
"Udic Argiborolls","#E85BE4"
"Udic Argiustolls","#AD5DE0"
"Udic Calciborolls","#68A65E"
"Udic Calciustepts","#F5588F"
"Udic Calciusterts","#FC5657"
"Udic Calciustolls","#60B282"
"Udic Chromusterts","#60BCB2"
"Udic Durixererts","#60B9A2"
"Udic Dystrusterts","#F95775"
"Udic Eutrandepts","#FA576E"
"Udic Gypsiusterts","#859C5D"
"Udic Haploborolls","#886C58"
"Udic Haploxererts","#8F835A"
"Udic Haplustalfs","#EF5AB7"
"Udic Haplustepts","#9B5EDD"
"Udic Haplusterts","#8F975C"
"Udic Haplustolls","#5F71CF"
"Udic Kandiustalfs","#93955B"
"Udic Kandiustults","#F8577B"
"Udic Kanhaplustalfs","#8A995C"
"Udic Kanhaplustults","#EE5AC2"
"Udic Natriborolls","#6E5FD5"
"Udic Paleustalfs","#8E985C"
"Udic Paleustolls","#66A75E"
"Udic Pellusterts","#D85CE6"
"Udic Rhodustalfs","#945EDC"
"Udic Ustifluvents","#60BCB3"
"Udic Ustochrepts","#8D985C"
"Udic Ustorthents","#65A75F"
"Udic Vermiborolls","#825C56"
"Udifluventic Haplustepts","#5F60D3"
"Udifluventic Ustochrepts","#745ED7"
"Udollic Albaqualfs","#5FAD6D"
"Udollic Endoaqualfs","#60A3C5"
"Udollic Epiaqualfs","#ED5AC7"
"Udollic Ochraqualfs","#8B7559"
"Udorthentic Chromusterts","#60B693"
"Udorthentic Haploborolls","#7E9F5D"
"Udorthentic Haplustolls","#60B3C1"
"Udorthentic Pellusterts","#94935B"
"Udoxic Quartzipsamments","#889B5D"
"Ultic Alaquods","#EB5BD2"
"Ultic Alorthods","#7C5ED8"
"Ultic Argixerolls","#F9576E"
"Ultic Epiaquods","#5FB07C"
"Ultic Fragiorthods","#92955B"
"Ultic Fulvudands","#5FAF77"
"Ultic Haplaquods","#E35CE7"
"Ultic Haplohumods","#869B5D"
"Ultic Haplorthods","#60B283"
"Ultic Haploxeralfs","#A05DDE"
"Ultic Haploxerands","#5FAB66"
"Ultic Haploxerolls","#6B5FD5"
"Ultic Hapludalfs","#928A5B"
"Ultic Hapludands","#A05DDE"
"Ultic Haplustalfs","#609AC7"
"Ultic Haplustands","#815956"
"Ultic Haplustox","#F55892"
"Ultic Hydrudands","#75A25E"
"Ultic Melanudands","#60B89E"
"Ultic Paleustalfs","#6099C7"
"Ultic Palexeralfs","#7D5ED8"
"Ultic Palexerolls","#5FAC6A"
"Ultic Tropudalfs","#F95772"
"Ultic Udarents","#EF5ABA"
"Ultic Udivitrands","#5F7BCE"
"Ultic Vitric","#7F9E5D"
"Ultic Vitric Haploxerands","#FB5660"
"Ultic Vitricryands","#849C5D"
"Ultic Vitrixerands","#8E7E5A"
"Umbreptic Eutroperox","#608ACB"
"Umbreptic Eutrudox","#60ABC3"
"Umbreptic Eutrustox","#60B1C1"
"Umbreptic Fragiudalfs","#6BA55E"
"Umbric Albaqualfs","#5FAC6A"
"Umbric Dystrochrepts","#60BEBC"
"Umbric Dystropepts","#60B284"
"Umbric Endoaqualfs","#EC5ACB"
"Umbric Endoaquods","#8A9A5C"
"Umbric Epiaqualfs","#829D5D"
"Umbric Epiaquods","#F45895"
"Umbric Fragiaqualfs","#8C985C"
"Umbric Fragiaquults","#856457"
"Umbric Fragiochrepts","#6B5FD5"
"Umbric Glossocryalfs","#6C5FD5"
"Umbric Haplocryalfs","#F65886"
"Umbric Haploxerands","#60BAA8"
"Umbric Haplustands","#5F80CD"
"Umbric Kandiaqualfs","#899A5C"
"Umbric Kandiaquults","#DD5CE6"
"Umbric Kanhaplaquults","#899A5C"
"Umbric Ochraqualfs","#93955B"
"Umbric Paleaquults","#C85CE3"
"Umbric Palecryalfs","#8F975C"
"Umbric Vitrandepts","#60BAAA"
"Umbric Vitrixerands","#F05AB4"
"Umbric Xeric Glossocryalfs","#5FB07C"
"Umbric Xeric Haplocryalfs","#7C9F5D"
"Ustalfic Argiustolls","#8D985C"
"Ustalfic Durargids","#EE5ABF"
"Ustalfic Haplargids","#60B48B"
"Ustalfic Paleargids","#8A5EDA"
"Ustalfic Petrocalcids","#FA576D"
"Ustandic Humitropepts","#77A15E"
"Ustandic Kandihumults","#869B5D"
"Ustandic Kanhaplohumults","#6097C8"
"Ustertic Argiborolls","#EC5BCE"
"Ustertic Calciargids","#71A35E"
"Ustertic Camborthids","#AC5DDF"
"Ustertic Haplargids","#8C7859"
"Ustertic Haplocambids","#60AFC2"
"Ustertic Natrargids","#859C5D"
"Ustertic Torrifluvents","#876858"
"Ustertic Torriorthents","#8B995C"
"Ustic Aquicambids","#5F6BD1"
"Ustic Argicryids","#EE5ABE"
"Ustic Argicryolls","#60B58F"
"Ustic Argidurids","#A45DDE"
"Ustic Argigypsids","#866557"
"Ustic Calciargids","#835E57"
"Ustic Calcicryepts","#F5588F"
"Ustic Calcicryids","#625FD3"
"Ustic Calcicryolls","#5FAE73"
"Ustic Calcigypsids","#60B283"
"Ustic Calciorthids","#5FB07C"
"Ustic Duraquerts","#E85BE5"
"Ustic Durochrepts","#7E9F5D"
"Ustic Dystraquerts","#60B1C1"
"Ustic Dystrocryepts","#608CCA"
"Ustic Dystropepts","#7D9F5D"
"Ustic Endoaquerts","#6086CB"
"Ustic Epiaquerts","#886B58"
"Ustic Eutrocryepts","#60B799"
"Ustic Glossocryalfs","#77A15E"
"Ustic Gypsiargids","#60B89E"
"Ustic Haplargids","#8D7B59"
"Ustic Haplocalcids","#5FAF77"
"Ustic Haplocambids","#60BBAD"
"Ustic Haplocryalfs","#6099C7"
"Ustic Haplocryepts","#9A5EDD"
"Ustic Haplocryids","#60A8C4"
"Ustic Haplocryolls","#E95BE0"
"Ustic Haplodurids","#60B48A"
"Ustic Haplogypsids","#608FC9"
"Ustic Haplohumults","#F55890"
"Ustic Humitropepts","#5F85CC"
"Ustic Kandihumults","#90845A"
"Ustic Kanhaplohumults","#92965C"
"Ustic Natrargids","#895EDA"
"Ustic Natrigypsids","#8F975C"
"Ustic Paleargids","#E95BDF"
"Ustic Palecryalfs","#8F805A"
"Ustic Palecryolls","#62A85F"
"Ustic Palehumults","#5F6ED0"
"Ustic Petroargids","#805656"
"Ustic Petrocalcids","#ED5AC5"
"Ustic Petrocambids","#F05AB5"
"Ustic Petrocryids","#60A3C5"
"Ustic Petrogypsids","#A05DDE"
"Ustic Quartzipsamments","#CD5CE4"
"Ustic Salaquerts","#60B79C"
"Ustic Torrifluvents","#60ABC3"
"Ustic Torriorthents","#7E9F5D"
"Ustic Torripsamments","#69A65E"
"Ustic Tropohumults","#FC565A"
"Ustifluventic Haplocambids","#F359A1"
"Ustivitrandic Camborthids","#E95BE0"
"Ustivitrandic Durargids","#F8577C"
"Ustivitrandic Durorthids","#5FB07A"
"Ustivitrandic Haplocryepts","#F359A1"
"Ustochreptic Calciorthids","#5FAE72"
"Ustochreptic Camborthids","#5FB07B"
"Ustochreptic Durorthids","#EF5ABB"
"Ustochreptic Paleorthids","#5FAF74"
"Ustollic Calciorthids","#665FD4"
"Ustollic Camborthids","#FA576E"
"Ustollic Durorthids","#635FD3"
"Ustollic Eutrandepts","#5FAA61"
"Ustollic Glossocryalfs","#F05AB6"
"Ustollic Haplargids","#F259A2"
"Ustollic Haplocryalfs","#A95DDF"
"Ustollic Natrargids","#7B5ED8"
"Ustollic Paleargids","#91965C"
"Ustollic Paleorthids","#EB5BD5"
